a=1, b=0, c=1
a=4769416, b=4766328, c=3088
a=4772505, b=4769416, c=3089
a=4775595, b=4772505, c=3090
a=4778686, b=4775595, c=3091
a=4781778, b=4778686, c=3092
a=4784871, b=4781778, c=3093
a=4787965, b=4784871, c=3094
a=4791060, b=4787965, c=3095
a=4794156, b=4791060, c=3096
a=4797253, b=4794156, c=3097
a=4800351, b=4797253, c=3098
a=4803450, b=4800351, c=3099
a=4806550, b=4803450, c=3100
a=4809651, b=4806550, c=3101
a=4812753, b=4809651, c=3102
a=4815856, b=4812753, c=3103
a=4818960, b=4815856, c=3104
a=4822065, b=4818960, c=3105
a=4825171, b=4822065, c=3106
a=4828278, b=4825171, c=3107
a=4831386, b=4828278, c=3108
a=4834495, b=4831386, c=3109
a=4837605, b=4834495, c=3110
a=4840716, b=4837605, c=3111
a=4843828, b=4840716, c=3112
a=4846941, b=4843828, c=3113
a=4850055, b=4846941, c=3114
a=4853170, b=4850055, c=3115
a=4856286, b=4853170, c=3116
a=4859403, b=4856286, c=3117
a=4862521, b=4859403, c=3118
a=4865640, b=4862521, c=3119
a=4868760, b=4865640, c=3120
a=4871881, b=4868760, c=3121
a=4875003, b=4871881, c=3122
a=4878126, b=4875003, c=3123
a=4881250, b=4878126, c=3124
a=4884375, b=4881250, c=3125
a=4887501, b=4884375, c=3126
a=4890628, b=4887501, c=3127
a=4893756, b=4890628, c=3128
a=4896885, b=4893756, c=3129
a=4900015, b=4896885, c=3130
a=4903146, b=4900015, c=3131
a=4906278, b=4903146, c=3132
a=4909411, b=4906278, c=3133
a=4912545, b=4909411, c=3134
a=4915680, b=4912545, c=3135
a=4918816, b=4915680, c=3136
a=4921953, b=4918816, c=3137
a=4925091, b=4921953, c=3138
a=4928230, b=4925091, c=3139
a=4931370, b=4928230, c=3140
a=4934511, b=4931370, c=3141
a=4937653, b=4934511, c=3142
a=4940796, b=4937653, c=3143
a=4943940, b=4940796, c=3144
a=4947085, b=4943940, c=3145
a=4950231, b=4947085, c=3146
a=4953378, b=4950231, c=3147
a=4956526, b=4953378, c=3148
a=4959675, b=4956526, c=3149
a=4962825, b=4959675, c=3150
a=4965976, b=4962825, c=3151
a=4969128, b=4965976, c=3152
a=4972281, b=4969128, c=3153
a=4975435, b=4972281, c=3154
a=4978590, b=4975435, c=3155
a=4981746, b=4978590, c=3156
a=4984903, b=4981746, c=3157
a=4988061, b=4984903, c=3158
a=4991220, b=4988061, c=3159
a=4994380, b=4991220, c=3160
a=4997541, b=4994380, c=3161
a=5000703, b=4997541, c=3162
a=5003866, b=5000703, c=3163
a=5007030, b=5003866, c=3164
a=5010195, b=5007030, c=3165
a=5013361, b=5010195, c=3166
a=5016528, b=5013361, c=3167
a=5019696, b=5016528, c=3168
a=5022865, b=5019696, c=3169
a=5026035, b=5022865, c=3170
a=5029206, b=5026035, c=3171
a=5032378, b=5029206, c=3172
a=5035551, b=5032378, c=3173
a=5038725, b=5035551, c=3174
a=5041900, b=5038725, c=3175
a=5045076, b=5041900, c=3176
a=5048253, b=5045076, c=3177
a=5051431, b=5048253, c=3178
a=5054610, b=5051431, c=3179
a=5057790, b=5054610, c=3180
a=5060971, b=5057790, c=3181
a=5064153, b=5060971, c=3182
a=5067336, b=5064153, c=3183
a=5070520, b=5067336, c=3184
a=5073705, b=5070520, c=3185
a=5076891, b=5073705, c=3186
a=5080078, b=5076891, c=3187
a=5083266, b=5080078, c=3188
a=5086455, b=5083266, c=3189
a=5089645, b=5086455, c=3190
a=5092836, b=5089645, c=3191
a=5096028, b=5092836, c=3192
a=5099221, b=5096028, c=3193
a=5102415, b=5099221, c=3194
a=5105610, b=5102415, c=3195
a=5108806, b=5105610, c=3196
a=5112003, b=5108806, c=3197
a=5115201, b=5112003, c=3198
a=5118400, b=5115201, c=3199
a=5121600, b=5118400, c=3200
a=5124801, b=5121600, c=3201
a=5128003, b=5124801, c=3202
a=5131206, b=5128003, c=3203
a=5134410, b=5131206, c=3204
a=5137615, b=5134410, c=3205
a=5140821, b=5137615, c=3206
a=5144028, b=5140821, c=3207
a=5147236, b=5144028, c=3208
a=5150445, b=5147236, c=3209
a=5153655, b=5150445, c=3210
a=5156866, b=5153655, c=3211
a=5160078, b=5156866, c=3212
a=5163291, b=5160078, c=3213
a=5166505, b=5163291, c=3214
a=5169720, b=5166505, c=3215
a=5172936, b=5169720, c=3216
a=5176153, b=5172936, c=3217
a=5179371, b=5176153, c=3218
a=5182590, b=5179371, c=3219
a=5185810, b=5182590, c=3220
a=5189031, b=5185810, c=3221
a=5192253, b=5189031, c=3222
a=5195476, b=5192253, c=3223
a=5198700, b=5195476, c=3224
a=5201925, b=5198700, c=3225
a=5205151, b=5201925, c=3226
a=5208378, b=5205151, c=3227
a=5211606, b=5208378, c=3228
a=5214835, b=5211606, c=3229
a=5218065, b=5214835, c=3230
a=5221296, b=5218065, c=3231
a=5224528, b=5221296, c=3232
a=5227761, b=5224528, c=3233
a=5230995, b=5227761, c=3234
a=5234230, b=5230995, c=3235
a=5237466, b=5234230, c=3236
a=5240703, b=5237466, c=3237
a=5243941, b=5240703, c=3238
a=5247180, b=5243941, c=3239
a=5250420, b=5247180, c=3240
a=5253661, b=5250420, c=3241
a=5256903, b=5253661, c=3242
a=5260146, b=5256903, c=3243
a=5263390, b=5260146, c=3244
a=5266635, b=5263390, c=3245
a=5269881, b=5266635, c=3246
a=5273128, b=5269881, c=3247
a=5276376, b=5273128, c=3248
a=5279625, b=5276376, c=3249
a=5282875, b=5279625, c=3250
a=5286126, b=5282875, c=3251
a=5289378, b=5286126, c=3252
a=5292631, b=5289378, c=3253
a=5295885, b=5292631, c=3254
a=5299140, b=5295885, c=3255
a=5302396, b=5299140, c=3256
a=5305653, b=5302396, c=3257
a=5308911, b=5305653, c=3258
a=5312170, b=5308911, c=3259
a=5315430, b=5312170, c=3260
a=5318691, b=5315430, c=3261
a=5321953, b=5318691, c=3262
a=5325216, b=5321953, c=3263
a=5328480, b=5325216, c=3264
a=5331745, b=5328480, c=3265
a=5335011, b=5331745, c=3266
a=5338278, b=5335011, c=3267
a=5341546, b=5338278, c=3268
a=5344815, b=5341546, c=3269
a=5348085, b=5344815, c=3270
a=5351356, b=5348085, c=3271
a=5354628, b=5351356, c=3272
a=5357901, b=5354628, c=3273
a=5361175, b=5357901, c=3274
a=5364450, b=5361175, c=3275
a=5367726, b=5364450, c=3276
a=5371003, b=5367726, c=3277
a=5374281, b=5371003, c=3278
a=5377560, b=5374281, c=3279
a=5380840, b=5377560, c=3280
a=5384121, b=5380840, c=3281
a=5387403, b=5384121, c=3282
a=5390686, b=5387403, c=3283
a=5393970, b=5390686, c=3284
a=5397255, b=5393970, c=3285
a=5400541, b=5397255, c=3286
a=5403828, b=5400541, c=3287
a=5407116, b=5403828, c=3288
a=5410405, b=5407116, c=3289
a=5413695, b=5410405, c=3290
a=5416986, b=5413695, c=3291
a=5420278, b=5416986, c=3292
a=5423571, b=5420278, c=3293
a=5426865, b=5423571, c=3294
a=5430160, b=5426865, c=3295
a=5433456, b=5430160, c=3296
a=5436753, b=5433456, c=3297
a=5440051, b=5436753, c=3298
a=5443350, b=5440051, c=3299
a=5446650, b=5443350, c=3300
a=5449951, b=5446650, c=3301
a=5453253, b=5449951, c=3302
a=5456556, b=5453253, c=3303
a=5459860, b=5456556, c=3304
a=5463165, b=5459860, c=3305
a=5466471, b=5463165, c=3306
a=5469778, b=5466471, c=3307
a=5473086, b=5469778, c=3308
a=5476395, b=5473086, c=3309
a=5479705, b=5476395, c=3310
a=5483016, b=5479705, c=3311
a=5486328, b=5483016, c=3312
a=5489641, b=5486328, c=3313
a=5492955, b=5489641, c=3314
a=5496270, b=5492955, c=3315
a=5499586, b=5496270, c=3316
a=5502903, b=5499586, c=3317
a=5506221, b=5502903, c=3318
a=5509540, b=5506221, c=3319
a=5512860, b=5509540, c=3320
a=5516181, b=5512860, c=3321
a=5519503, b=5516181, c=3322
a=5522826, b=5519503, c=3323
a=5526150, b=5522826, c=3324
a=5529475, b=5526150, c=3325
a=5532801, b=5529475, c=3326
a=5536128, b=5532801, c=3327
a=5539456, b=5536128, c=3328
a=5542785, b=5539456, c=3329
a=5546115, b=5542785, c=3330
a=5549446, b=5546115, c=3331
a=5552778, b=5549446, c=3332
a=5556111, b=5552778, c=3333
a=5559445, b=5556111, c=3334
a=5562780, b=5559445, c=3335
a=5566116, b=5562780, c=3336
a=5569453, b=5566116, c=3337
a=5572791, b=5569453, c=3338
a=5576130, b=5572791, c=3339
a=5579470, b=5576130, c=3340
a=5582811, b=5579470, c=3341
a=5586153, b=5582811, c=3342
a=5589496, b=5586153, c=3343
a=5592840, b=5589496, c=3344
a=5596185, b=5592840, c=3345
a=5599531, b=5596185, c=3346
a=5602878, b=5599531, c=3347
a=5606226, b=5602878, c=3348
a=5609575, b=5606226, c=3349
a=5612925, b=5609575, c=3350
a=5616276, b=5612925, c=3351
a=5619628, b=5616276, c=3352
a=5622981, b=5619628, c=3353
a=5626335, b=5622981, c=3354
a=5629690, b=5626335, c=3355
a=5633046, b=5629690, c=3356
a=5636403, b=5633046, c=3357
a=5639761, b=5636403, c=3358
a=5643120, b=5639761, c=3359
a=5646480, b=5643120, c=3360
a=5649841, b=5646480, c=3361
a=5653203, b=5649841, c=3362
a=5656566, b=5653203, c=3363
a=5659930, b=5656566, c=3364
a=5663295, b=5659930, c=3365
a=5666661, b=5663295, c=3366
a=5670028, b=5666661, c=3367
a=5673396, b=5670028, c=3368
a=5676765, b=5673396, c=3369
a=5680135, b=5676765, c=3370
a=5683506, b=5680135, c=3371
a=5686878, b=5683506, c=3372
a=5690251, b=5686878, c=3373
a=5693625, b=5690251, c=3374
a=5697000, b=5693625, c=3375
a=5700376, b=5697000, c=3376
a=5703753, b=5700376, c=3377
a=5707131, b=5703753, c=3378
a=5710510, b=5707131, c=3379
a=5713890, b=5710510, c=3380
a=5717271, b=5713890, c=3381
a=5720653, b=5717271, c=3382
a=5724036, b=5720653, c=3383
a=5727420, b=5724036, c=3384
a=5730805, b=5727420, c=3385
a=5734191, b=5730805, c=3386
a=5737578, b=5734191, c=3387
a=5740966, b=5737578, c=3388
a=5744355, b=5740966, c=3389
a=5747745, b=5744355, c=3390
a=5751136, b=5747745, c=3391
a=5754528, b=5751136, c=3392
a=5757921, b=5754528, c=3393
a=5761315, b=5757921, c=3394
a=5764710, b=5761315, c=3395
a=5768106, b=5764710, c=3396
a=5771503, b=5768106, c=3397
a=5774901, b=5771503, c=3398
a=5778300, b=5774901, c=3399
a=5781700, b=5778300, c=3400
a=5785101, b=5781700, c=3401
a=5788503, b=5785101, c=3402
a=5791906, b=5788503, c=3403
a=5795310, b=5791906, c=3404
a=5798715, b=5795310, c=3405
a=5802121, b=5798715, c=3406
a=5805528, b=5802121, c=3407
a=5808936, b=5805528, c=3408
a=5812345, b=5808936, c=3409
a=5815755, b=5812345, c=3410
a=5819166, b=5815755, c=3411
a=5822578, b=5819166, c=3412
a=5825991, b=5822578, c=3413
a=5829405, b=5825991, c=3414
a=5832820, b=5829405, c=3415
a=5836236, b=5832820, c=3416
a=5839653, b=5836236, c=3417
a=5843071, b=5839653, c=3418
a=5846490, b=5843071, c=3419
a=5849910, b=5846490, c=3420
a=5853331, b=5849910, c=3421
a=5856753, b=5853331, c=3422
a=5860176, b=5856753, c=3423
a=5863600, b=5860176, c=3424
a=5867025, b=5863600, c=3425
a=5870451, b=5867025, c=3426
a=5873878, b=5870451, c=3427
a=5877306, b=5873878, c=3428
a=5880735, b=5877306, c=3429
a=5884165, b=5880735, c=3430
a=5887596, b=5884165, c=3431
a=5891028, b=5887596, c=3432
a=5894461, b=5891028, c=3433
a=5897895, b=5894461, c=3434
a=5901330, b=5897895, c=3435
a=5904766, b=5901330, c=3436
a=5908203, b=5904766, c=3437
a=5911641, b=5908203, c=3438
a=5915080, b=5911641, c=3439
a=5918520, b=5915080, c=3440
a=5921961, b=5918520, c=3441
a=5925403, b=5921961, c=3442
a=5928846, b=5925403, c=3443
a=5932290, b=5928846, c=3444
a=5935735, b=5932290, c=3445
a=5939181, b=5935735, c=3446
a=5942628, b=5939181, c=3447
a=5946076, b=5942628, c=3448
a=5949525, b=5946076, c=3449
a=5952975, b=5949525, c=3450
a=5956426, b=5952975, c=3451
a=5959878, b=5956426, c=3452
a=5963331, b=5959878, c=3453
a=5966785, b=5963331, c=3454
a=5970240, b=5966785, c=3455
a=5973696, b=5970240, c=3456
a=5977153, b=5973696, c=3457
a=5980611, b=5977153, c=3458
a=5984070, b=5980611, c=3459
a=5987530, b=5984070, c=3460
a=5990991, b=5987530, c=3461
a=5994453, b=5990991, c=3462
a=5997916, b=5994453, c=3463
a=6001380, b=5997916, c=3464
a=6004845, b=6001380, c=3465
a=6008311, b=6004845, c=3466
a=6011778, b=6008311, c=3467
a=6015246, b=6011778, c=3468
a=6018715, b=6015246, c=3469
a=6022185, b=6018715, c=3470
a=6025656, b=6022185, c=3471
a=6029128, b=6025656, c=3472
a=6032601, b=6029128, c=3473
a=6036075, b=6032601, c=3474
a=6039550, b=6036075, c=3475
a=6043026, b=6039550, c=3476
a=6046503, b=6043026, c=3477
a=6049981, b=6046503, c=3478
a=6053460, b=6049981, c=3479
a=6056940, b=6053460, c=3480
a=6060421, b=6056940, c=3481
a=6063903, b=6060421, c=3482
a=6067386, b=6063903, c=3483
a=6070870, b=6067386, c=3484
a=6074355, b=6070870, c=3485
a=6077841, b=6074355, c=3486
a=6081328, b=6077841, c=3487
a=6084816, b=6081328, c=3488
a=6088305, b=6084816, c=3489
a=6091795, b=6088305, c=3490
a=6095286, b=6091795, c=3491
a=6098778, b=6095286, c=3492
a=6102271, b=6098778, c=3493
a=6105765, b=6102271, c=3494
a=6109260, b=6105765, c=3495
a=6112756, b=6109260, c=3496
a=6116253, b=6112756, c=3497
a=6119751, b=6116253, c=3498
a=6123250, b=6119751, c=3499
a=6126750, b=6123250, c=3500
a=6130251, b=6126750, c=3501
a=6133753, b=6130251, c=3502
a=6137256, b=6133753, c=3503
a=6140760, b=6137256, c=3504
a=6144265, b=6140760, c=3505
a=6147771, b=6144265, c=3506
a=6151278, b=6147771, c=3507
a=6154786, b=6151278, c=3508
a=6158295, b=6154786, c=3509
a=6161805, b=6158295, c=3510
a=6165316, b=6161805, c=3511
a=6168828, b=6165316, c=3512
a=6172341, b=6168828, c=3513
a=6175855, b=6172341, c=3514
a=6179370, b=6175855, c=3515
a=6182886, b=6179370, c=3516
a=6186403, b=6182886, c=3517
a=6189921, b=6186403, c=3518
a=6193440, b=6189921, c=3519
a=6196960, b=6193440, c=3520
a=6200481, b=6196960, c=3521
a=6204003, b=6200481, c=3522
a=6207526, b=6204003, c=3523
a=6211050, b=6207526, c=3524
a=6214575, b=6211050, c=3525
a=6218101, b=6214575, c=3526
a=6221628, b=6218101, c=3527
a=6225156, b=6221628, c=3528
a=6228685, b=6225156, c=3529
a=6232215, b=6228685, c=3530
a=6235746, b=6232215, c=3531
a=6239278, b=6235746, c=3532
a=6242811, b=6239278, c=3533
a=6246345, b=6242811, c=3534
a=6249880, b=6246345, c=3535
a=6253416, b=6249880, c=3536
a=6256953, b=6253416, c=3537
a=6260491, b=6256953, c=3538
a=6264030, b=6260491, c=3539
a=6267570, b=6264030, c=3540
a=6271111, b=6267570, c=3541
a=6274653, b=6271111, c=3542
a=6278196, b=6274653, c=3543
a=6281740, b=6278196, c=3544
a=6285285, b=6281740, c=3545
a=6288831, b=6285285, c=3546
a=6292378, b=6288831, c=3547
a=6295926, b=6292378, c=3548
a=6299475, b=6295926, c=3549
a=6303025, b=6299475, c=3550
a=6306576, b=6303025, c=3551
a=6310128, b=6306576, c=3552
a=6313681, b=6310128, c=3553
a=6317235, b=6313681, c=3554
a=6320790, b=6317235, c=3555
a=6324346, b=6320790, c=3556
a=6327903, b=6324346, c=3557
a=6331461, b=6327903, c=3558
a=6335020, b=6331461, c=3559
a=6338580, b=6335020, c=3560
a=6342141, b=6338580, c=3561
a=6345703, b=6342141, c=3562
a=6349266, b=6345703, c=3563
a=6352830, b=6349266, c=3564
a=6356395, b=6352830, c=3565
a=6359961, b=6356395, c=3566
a=6363528, b=6359961, c=3567
a=6367096, b=6363528, c=3568
a=6370665, b=6367096, c=3569
a=6374235, b=6370665, c=3570
a=6377806, b=6374235, c=3571
a=6381378, b=6377806, c=3572
a=6384951, b=6381378, c=3573
a=6388525, b=6384951, c=3574
a=6392100, b=6388525, c=3575
a=6395676, b=6392100, c=3576
a=6399253, b=6395676, c=3577
a=6402831, b=6399253, c=3578
a=6406410, b=6402831, c=3579
a=6409990, b=6406410, c=3580
a=6413571, b=6409990, c=3581
a=6417153, b=6413571, c=3582
a=6420736, b=6417153, c=3583
a=6424320, b=6420736, c=3584
a=6427905, b=6424320, c=3585
a=6431491, b=6427905, c=3586
a=6435078, b=6431491, c=3587
a=6438666, b=6435078, c=3588
a=6442255, b=6438666, c=3589
a=6445845, b=6442255, c=3590
a=6449436, b=6445845, c=3591
a=6453028, b=6449436, c=3592
a=6456621, b=6453028, c=3593
a=6460215, b=6456621, c=3594
a=6463810, b=6460215, c=3595
a=6467406, b=6463810, c=3596
a=6471003, b=6467406, c=3597
a=6474601, b=6471003, c=3598
a=6478200, b=6474601, c=3599
a=6481800, b=6478200, c=3600
a=6485401, b=6481800, c=3601
a=6489003, b=6485401, c=3602
a=6492606, b=6489003, c=3603
a=6496210, b=6492606, c=3604
a=6499815, b=6496210, c=3605
a=6503421, b=6499815, c=3606
a=6507028, b=6503421, c=3607
a=6510636, b=6507028, c=3608
a=6514245, b=6510636, c=3609
a=6517855, b=6514245, c=3610
a=6521466, b=6517855, c=3611
a=6525078, b=6521466, c=3612
a=6528691, b=6525078, c=3613
a=6532305, b=6528691, c=3614
a=6535920, b=6532305, c=3615
a=6539536, b=6535920, c=3616
a=6543153, b=6539536, c=3617
a=6546771, b=6543153, c=3618
a=6550390, b=6546771, c=3619
a=6554010, b=6550390, c=3620
a=6557631, b=6554010, c=3621
a=6561253, b=6557631, c=3622
a=6564876, b=6561253, c=3623
a=6568500, b=6564876, c=3624
a=6572125, b=6568500, c=3625
a=6575751, b=6572125, c=3626
a=6579378, b=6575751, c=3627
a=6583006, b=6579378, c=3628
a=6586635, b=6583006, c=3629
a=6590265, b=6586635, c=3630
a=6593896, b=6590265, c=3631
a=6597528, b=6593896, c=3632
a=6601161, b=6597528, c=3633
a=6604795, b=6601161, c=3634
a=6608430, b=6604795, c=3635
a=6612066, b=6608430, c=3636
a=6615703, b=6612066, c=3637
a=6619341, b=6615703, c=3638
a=6622980, b=6619341, c=3639
a=6626620, b=6622980, c=3640
a=6630261, b=6626620, c=3641
a=6633903, b=6630261, c=3642
a=6637546, b=6633903, c=3643
a=6641190, b=6637546, c=3644
a=6644835, b=6641190, c=3645
a=6648481, b=6644835, c=3646
a=6652128, b=6648481, c=3647
a=6655776, b=6652128, c=3648
a=6659425, b=6655776, c=3649
a=6663075, b=6659425, c=3650
a=6666726, b=6663075, c=3651
a=6670378, b=6666726, c=3652
a=6674031, b=6670378, c=3653
a=6677685, b=6674031, c=3654
a=6681340, b=6677685, c=3655
a=6684996, b=6681340, c=3656
a=6688653, b=6684996, c=3657
a=6692311, b=6688653, c=3658
a=6695970, b=6692311, c=3659
a=6699630, b=6695970, c=3660
a=6703291, b=6699630, c=3661
a=6706953, b=6703291, c=3662
a=6710616, b=6706953, c=3663
a=6714280, b=6710616, c=3664
a=6717945, b=6714280, c=3665
a=6721611, b=6717945, c=3666
a=6725278, b=6721611, c=3667
a=6728946, b=6725278, c=3668
a=6732615, b=6728946, c=3669
a=6736285, b=6732615, c=3670
a=6739956, b=6736285, c=3671
a=6743628, b=6739956, c=3672
a=6747301, b=6743628, c=3673
a=6750975, b=6747301, c=3674
a=6754650, b=6750975, c=3675
a=6758326, b=6754650, c=3676
a=6762003, b=6758326, c=3677
a=6765681, b=6762003, c=3678
a=6769360, b=6765681, c=3679
a=6773040, b=6769360, c=3680
a=6776721, b=6773040, c=3681
a=6780403, b=6776721, c=3682
a=6784086, b=6780403, c=3683
a=6787770, b=6784086, c=3684
a=6791455, b=6787770, c=3685
a=6795141, b=6791455, c=3686
a=6798828, b=6795141, c=3687
a=6802516, b=6798828, c=3688
a=6806205, b=6802516, c=3689
a=6809895, b=6806205, c=3690
a=6813586, b=6809895, c=3691
a=6817278, b=6813586, c=3692
a=6820971, b=6817278, c=3693
a=6824665, b=6820971, c=3694
a=6828360, b=6824665, c=3695
a=6832056, b=6828360, c=3696
a=6835753, b=6832056, c=3697
a=6839451, b=6835753, c=3698
a=6843150, b=6839451, c=3699
a=6846850, b=6843150, c=3700
a=6850551, b=6846850, c=3701
a=6854253, b=6850551, c=3702
a=6857956, b=6854253, c=3703
a=6861660, b=6857956, c=3704
a=6865365, b=6861660, c=3705
a=6869071, b=6865365, c=3706
a=6872778, b=6869071, c=3707
a=6876486, b=6872778, c=3708
a=6880195, b=6876486, c=3709
a=6883905, b=6880195, c=3710
a=6887616, b=6883905, c=3711
a=6891328, b=6887616, c=3712
a=6895041, b=6891328, c=3713
a=6898755, b=6895041, c=3714
a=6902470, b=6898755, c=3715
a=6906186, b=6902470, c=3716
a=6909903, b=6906186, c=3717
a=6913621, b=6909903, c=3718
a=6917340, b=6913621, c=3719
a=6921060, b=6917340, c=3720
a=6924781, b=6921060, c=3721
a=6928503, b=6924781, c=3722
a=6932226, b=6928503, c=3723
a=6935950, b=6932226, c=3724
a=6939675, b=6935950, c=3725
a=6943401, b=6939675, c=3726
a=6947128, b=6943401, c=3727
a=6950856, b=6947128, c=3728
a=6954585, b=6950856, c=3729
a=6958315, b=6954585, c=3730
a=6962046, b=6958315, c=3731
a=6965778, b=6962046, c=3732
a=6969511, b=6965778, c=3733
a=6973245, b=6969511, c=3734
a=6976980, b=6973245, c=3735
a=6980716, b=6976980, c=3736
a=6984453, b=6980716, c=3737
a=6988191, b=6984453, c=3738
a=6991930, b=6988191, c=3739
a=6995670, b=6991930, c=3740
a=6999411, b=6995670, c=3741
a=7003153, b=6999411, c=3742
a=7006896, b=7003153, c=3743
a=7010640, b=7006896, c=3744
a=7014385, b=7010640, c=3745
a=7018131, b=7014385, c=3746
a=7021878, b=7018131, c=3747
a=7025626, b=7021878, c=3748
a=7029375, b=7025626, c=3749
a=7033125, b=7029375, c=3750
a=7036876, b=7033125, c=3751
a=7040628, b=7036876, c=3752
a=7044381, b=7040628, c=3753
a=7048135, b=7044381, c=3754
a=7051890, b=7048135, c=3755
a=7055646, b=7051890, c=3756
a=7059403, b=7055646, c=3757
a=7063161, b=7059403, c=3758
a=7066920, b=7063161, c=3759
a=7070680, b=7066920, c=3760
a=7074441, b=7070680, c=3761
a=7078203, b=7074441, c=3762
a=7081966, b=7078203, c=3763
a=7085730, b=7081966, c=3764
a=7089495, b=7085730, c=3765
a=7093261, b=7089495, c=3766
a=7097028, b=7093261, c=3767
a=7100796, b=7097028, c=3768
a=7104565, b=7100796, c=3769
a=7108335, b=7104565, c=3770
a=7112106, b=7108335, c=3771
a=7115878, b=7112106, c=3772
a=7119651, b=7115878, c=3773
a=7123425, b=7119651, c=3774
a=7127200, b=7123425, c=3775
a=7130976, b=7127200, c=3776
a=7134753, b=7130976, c=3777
a=7138531, b=7134753, c=3778
a=7142310, b=7138531, c=3779
a=7146090, b=7142310, c=3780
a=7149871, b=7146090, c=3781
a=7153653, b=7149871, c=3782
a=7157436, b=7153653, c=3783
a=7161220, b=7157436, c=3784
a=7165005, b=7161220, c=3785
a=7168791, b=7165005, c=3786
a=7172578, b=7168791, c=3787
a=7176366, b=7172578, c=3788
a=7180155, b=7176366, c=3789
a=7183945, b=7180155, c=3790
a=7187736, b=7183945, c=3791
a=7191528, b=7187736, c=3792
a=7195321, b=7191528, c=3793
a=7199115, b=7195321, c=3794
a=7202910, b=7199115, c=3795
a=7206706, b=7202910, c=3796
a=7210503, b=7206706, c=3797
a=7214301, b=7210503, c=3798
a=7218100, b=7214301, c=3799
a=7221900, b=7218100, c=3800
a=7225701, b=7221900, c=3801
a=7229503, b=7225701, c=3802
a=7233306, b=7229503, c=3803
a=7237110, b=7233306, c=3804
a=7240915, b=7237110, c=3805
a=7244721, b=7240915, c=3806
a=7248528, b=7244721, c=3807
a=7252336, b=7248528, c=3808
a=7256145, b=7252336, c=3809
a=7259955, b=7256145, c=3810
a=7263766, b=7259955, c=3811
a=7267578, b=7263766, c=3812
a=7271391, b=7267578, c=3813
a=7275205, b=7271391, c=3814
a=7279020, b=7275205, c=3815
a=7282836, b=7279020, c=3816
a=7286653, b=7282836, c=3817
